Sample Size,Precision,Abundance,Credibility Code, Significance, AOU,Region,Species Name,Region Name,Model, N Routes, Trend, 2.5%CI, 97.5%CI,Relative Abundance
  ,  ,  ,  ,2,2890,SU1,Northern Bobwhite                       ,Survey-wide                             ,Dh,2052,-3.1,-3.3,-2.9,22.53
 Y,  ,  , Y,  ,2930,S16,Scaled Quail                            ,Southern Rockies/colorado Plateau       ,Sh,25,-2.15,-4.38,0.17,0.74
  ,  ,  ,  ,  ,2930,S18,Scaled Quail                            ,Shortgrass Prairie                      ,Sh,72,-0.08,-1.5,1.31,6.79
 Y,  ,  , Y,2,2930,S19,Scaled Quail                            ,Central Mixed Grass Prairie             ,Sh,19,-4.92,-7.34,-2.44,0.42
 R, R, R, R,  ,2930,S20,Scaled Quail                            ,Edwards Plateau                         ,Sh,4,-3.92,-8.84,1.29,0.01
 R, Y, Y, R,  ,2930,S21,Scaled Quail                            ,Oaks and Prairies                       ,Sh,6,-4.28,-8.87,0.16,0.02
 Y, Y,  ,  ,  ,2930,S34,Scaled Quail                            ,Sierra Madre Occidental                 ,Sh,8,-2.51,-5.03,0.11,3.09
  ,  ,  ,  ,  ,2930,S35,Scaled Quail                            ,Chihuahuan Desert                       ,Sh,52,-0.59,-1.87,0.65,41.04
  ,  ,  ,  ,2,2930,S36,Scaled Quail                            ,Tamaulipan Brushlands                   ,Sh,22,-4.8,-6.71,-2.89,7.69
 Y, Y,  ,  ,  ,2930,ARI,Scaled Quail                            ,Arizona                                 ,Sh,8,-2.51,-5.03,0.11,3.09
  ,  ,  ,  ,  ,2930,COL,Scaled Quail                            ,Colorado                                ,Sh,23,-2,-4.3,0.27,1.67
  ,  ,  ,  ,  ,2930,NM ,Scaled Quail                            ,New Mexico                              ,Sh,62,0.63,-0.93,2.08,10.63
 Y, Y,  , Y,  ,2930,OKL,Scaled Quail                            ,Oklahoma                                ,Sh,9,-1.91,-4.97,1.01,0.97
  ,  ,  ,  ,2,2930,TEX,Scaled Quail                            ,Texas                                   ,Sh,106,-1.63,-2.75,-0.53,12.42
  ,  ,  ,  ,  ,2930,US1,Scaled Quail                            ,United States                           ,Sh,208,-0.72,-1.63,0.15,9.42
  ,  ,  ,  ,  ,2930,SU1,Scaled Quail                            ,Survey-wide                             ,Sh,208,-0.72,-1.63,0.15,9.42
  ,  ,  ,  ,  ,2940,A05,California Quail                        ,Northern Pacific Rainforest             ,Dh,93,-0.11,-0.89,0.64,4.06
  ,  ,  ,  ,  ,2940,S09,California Quail                        ,Great Basin                             ,Dh,162,0.99,-0.04,1.99,2.91
  ,  ,  ,  ,  ,2940,S10,California Quail                        ,Northern Rockies                        ,Dh,43,1.55,-1.23,4,1.02
  ,  ,  ,  ,  ,2940,S15,California Quail                        ,Sierra Nevada                           ,Dh,28,1.55,-0.37,3.54,2.34
 R, Y, R, R,1,2940,S16,California Quail                        ,Southern Rockies/colorado Plateau       ,Dh,6,5.02,0.12,12.85,0.02
  ,  ,  ,  ,  ,2940,S32,California Quail                        ,Coastal California                      ,Dh,115,0.62,-0.34,1.57,35.87
 Y, Y,  ,  ,1,2940,S33,California Quail                        ,Sonoran and Mojave Deserts              ,Dh,13,4.03,1.5,6.86,2.26
  ,  ,  ,  ,  ,2940,BC ,California Quail                        ,British Columbia                        ,Dh,22,1.92,-0.3,4.14,1.64
  ,  ,  ,  ,1,2940,CAL,California Quail                        ,California                              ,Dh,208,0.87,0.06,1.65,18.08
 Y,  ,  , Y,  ,2940,IDA,California Quail                        ,Idaho                                   ,Dh,24,0.57,-2.13,2.98,0.77
 Y,  , Y, Y,  ,2940,NEV,California Quail                        ,Nevada                                  ,Dh,18,2.05,-0.85,5.16,0.78
  ,  ,  ,  ,  ,2940,ORE,California Quail                        ,Oregon                                  ,Dh,97,-0.87,-2.02,0.27,4.24
 R, Y, R, R,1,2940,UT ,California Quail                        ,Utah                                    ,Dh,12,6.23,1.78,11.99,0.02
  ,  ,  ,  ,1,2940,WAS,California Quail                        ,Washington                              ,Dh,79,2.11,0.45,3.71,6.11
  ,  ,  ,  ,  ,2940,CA1,California Quail                        ,Canada                                  ,Dh,22,1.92,-0.3,4.14,1.64
  ,  ,  ,  ,1,2940,US1,California Quail                        ,United States                           ,Dh,438,0.79,0.17,1.39,6.58
  ,  ,  ,  ,1,2940,SU1,California Quail                        ,Survey-wide                             ,Dh,460,0.81,0.2,1.41,5.86
 R, R, Y, Y,  ,2950,S09,Gambel's Quail                          ,Great Basin                             ,Dh,3,-3.34,-8.01,1.38,0.4
  ,  ,  ,  ,  ,2950,S16,Gambel's Quail                          ,Southern Rockies/colorado Plateau       ,Dh,31,1.65,-1.15,4.47,1.1
 R, R, R, R,2,2950,S32,Gambel's Quail                          ,Coastal California                      ,Dh,3,-8.01,-26.76,-0.03,0.01
  ,  ,  ,  ,  ,2950,S33,Gambel's Quail                          ,Sonoran and Mojave Deserts              ,Dh,71,1.06,-1.14,3.26,61.2
  ,  ,  ,  ,  ,2950,S34,Gambel's Quail                          ,Sierra Madre Occidental                 ,Dh,26,-1.13,-5.32,0.6,45
 Y,  , Y,  ,1,2950,S35,Gambel's Quail                          ,Chihuahuan Desert                       ,Dh,24,4.73,1.13,8.27,8.96
  ,  ,  ,  ,  ,2950,ARI,Gambel's Quail                          ,Arizona                                 ,Dh,66,0.79,-1.04,2.43,64.67
  ,  ,  ,  ,  ,2950,CAL,Gambel's Quail                          ,California                              ,Dh,35,0.5,-1.92,3.07,2.73
 R, Y, R, R,  ,2950,COL,Gambel's Quail                          ,Colorado                                ,Dh,5,-1.61,-8.01,5.02,0.07
 Y, Y, Y, Y,  ,2950,NEV,Gambel's Quail                          ,Nevada                                  ,Dh,7,-2.55,-6.28,1.02,0.98
 Y,  , Y,  ,  ,2950,NM ,Gambel's Quail                          ,New Mexico                              ,Dh,31,1.61,-4.56,4.98,11.82
 R, Y, R,  ,1,2950,TEX,Gambel's Quail                          ,Texas                                   ,Dh,8,7.86,2.32,14.27,1.66
 R, Y, R, Y,  ,2950,UT ,Gambel's Quail                          ,Utah                                    ,Dh,6,2.55,-2.29,8.98,0.22
  ,  ,  ,  ,  ,2950,US1,Gambel's Quail                          ,United States                           ,Dh,158,0.61,-1.89,2.24,16.02
  ,  ,  ,  ,  ,2950,SU1,Gambel's Quail                          ,Survey-wide                             ,Dh,158,0.61,-1.89,2.24,16.02
  ,  ,  ,  ,  ,2882,S09,Chukar                                  ,Great Basin                             ,Dh,114,-0.18,-2.54,1.5,1.09
 Y,  , Y, Y,  ,2882,S10,Chukar                                  ,Northern Rockies                        ,Dh,28,1.43,-2.5,4.95,0.19
 R,  , R, Y,  ,2882,S16,Chukar                                  ,Southern Rockies/colorado Plateau       ,Dh,23,-1.07,-8.03,4,0.15
 R,  , R, Y,  ,2882,S33,Chukar                                  ,Sonoran and Mojave Deserts              ,Dh,15,2.16,-3.62,8.77,0.27
 R, R, R, Y,  ,2882,BC ,Chukar                                  ,British Columbia                        ,Dh,4,-3.09,-10.07,2.14,0.17
 Y,  , Y, Y,  ,2882,CAL,Chukar                                  ,California                              ,Dh,21,1.03,-3.36,5.78,0.33
 R, Y, R, R,  ,2882,COL,Chukar                                  ,Colorado                                ,Dh,5,-1.6,-8.64,2.79,0.07
 Y,  , Y, Y,  ,2882,IDA,Chukar                                  ,Idaho                                   ,Dh,19,0.77,-2.79,4.37,0.41
 Y,  , Y, Y,  ,2882,NEV,Chukar                                  ,Nevada                                  ,Dh,21,2.37,-0.7,5.85,0.56
  ,  ,  ,  ,  ,2882,ORE,Chukar                                  ,Oregon                                  ,Dh,38,-0.24,-2.36,1.78,2.91
 R,  , R, Y,  ,2882,UT ,Chukar                                  ,Utah                                    ,Dh,36,-2.42,-7.7,2.35,0.4
 Y,  , Y, Y,  ,2882,WAS,Chukar                                  ,Washington                              ,Dh,20,-0.68,-4.63,3.17,0.41
 R,  , R, R,  ,2882,WYO,Chukar                                  ,Wyoming                                 ,Dh,16,5.02,-0.15,14.29,0.08
 R, R, R, Y,  ,2882,CA1,Chukar                                  ,Canada                                  ,Dh,4,-3.09,-10.07,2.14,0.17
 Y,  ,  , Y,  ,2882,US1,Chukar                                  ,United States                           ,Dh,176,-0.23,-2.99,1.4,0.69
 Y,  ,  , Y,  ,2882,SU1,Chukar                                  ,Survey-wide                             ,Dh,180,-0.25,-3,1.36,0.67
 R,  , Y, R,  ,2881,A06,Gray Partridge                          ,Boreal Taiga Plains                     ,Dh,23,-0.52,-4.92,3.57,0.05
 R,  ,  , R,  ,2881,S09,Gray Partridge                          ,Great Basin                             ,Dh,57,0.08,-2.26,2.41,0.08
 R,  , Y, R,  ,2881,S10,Gray Partridge                          ,Northern Rockies                        ,Dh,16,-0.3,-3.89,3.14,0.04
  ,  ,  ,  ,  ,2881,S11,Gray Partridge                          ,Prairie Potholes                        ,Dh,274,-0.53,-2.11,0.91,1.3
 R,  , Y, R,  ,2881,S13,Gray Partridge                          ,Lower Great Lakes/ St. Lawrence Plain   ,Dh,14,-0.51,-4.81,3.91,0.03
 Y,  ,  , Y,  ,2881,S17,Gray Partridge                          ,Badlands and Prairies                   ,Dh,41,1.39,-1.12,3.95,0.33
 Y,  , Y, Y,  ,2881,S22,Gray Partridge                          ,Eastern Tallgrass Prairie               ,Dh,28,-1.73,-5.2,1.48,0.37
 R,  , Y, R,2,2881,S23,Gray Partridge                          ,Prairie Hardwood Transition             ,Dh,23,-4.46,-8.19,-0.58,0.08
 Y,  ,  , Y,  ,2881,ALB,Gray Partridge                          ,Alberta                                 ,Dh,92,0.46,-2.25,3.13,0.3
 R, R, R, R,  ,2881,BC ,Gray Partridge                          ,British Columbia                        ,Dh,3,-0.61,-7.01,6.82,0.02
  ,  ,  ,  ,  ,2881,IA ,Gray Partridge                          ,Iowa                                    ,Dh,25,2.08,-0.67,4.95,1.37
 Y,  , Y, Y,  ,2881,IDA,Gray Partridge                          ,Idaho                                   ,Dh,21,3.81,-0.19,8.71,0.13
 R, Y, R, R,2,2881,ILL,Gray Partridge                          ,Illinois                                ,Dh,9,-6.19,-11.87,-1.22,0.04
 Y,  , Y, Y,  ,2881,MAN,Gray Partridge                          ,Manitoba                                ,Dh,32,2.13,-0.9,5.31,0.28
 Y,  ,  , Y,  ,2881,MIN,Gray Partridge                          ,Minnesota                               ,Dh,36,-0.41,-3.4,2.48,0.89
 Y,  ,  , Y,  ,2881,MON,Gray Partridge                          ,Montana                                 ,Dh,48,-1.86,-4.45,0.59,0.39
  ,  ,  ,  ,  ,2881,ND ,Gray Partridge                          ,North Dakota                            ,Dh,47,-0.84,-2.78,1.11,2
 R, R, R, R,  ,2881,NEV,Gray Partridge                          ,Nevada                                  ,Dh,3,-1.17,-6.66,4.69,0.03
 R, Y, Y, R,  ,2881,ONT,Gray Partridge                          ,Ontario                                 ,Dh,10,-0.84,-5.63,4.3,0.02
 R, Y, Y, R,  ,2881,ORE,Gray Partridge                          ,Oregon                                  ,Dh,8,-3.63,-8.56,1.34,0.06
 R, R, R, R,  ,2881,QUE,Gray Partridge                          ,Quebec                                  ,Dh,4,0.77,-5.64,7.79,0.03
 Y,  ,  , Y,  ,2881,SAS,Gray Partridge                          ,Saskatchewan                            ,Dh,68,0.15,-2.26,2.55,0.56
 Y,  , Y, Y,  ,2881,SD ,Gray Partridge                          ,South Dakota                            ,Dh,25,0.07,-3.1,3.61,0.37
 Y,  , Y, Y,  ,2881,WAS,Gray Partridge                          ,Washington                              ,Dh,22,-0.69,-4.09,3.04,0.19
 R,  , Y, R,2,2881,WIS,Gray Partridge                          ,Wisconsin                               ,Dh,16,-6.11,-10.32,-2.32,0.07
 R, Y, R, R,  ,2881,WYO,Gray Partridge                          ,Wyoming                                 ,Dh,7,1.69,-4.67,7.85,0.01
 Y,  ,  , Y,  ,2881,CA1,Gray Partridge                          ,Canada                                  ,Dh,209,0.06,-2.18,2.17,0.35
 Y,  ,  , Y,  ,2881,US1,Gray Partridge                          ,United States                           ,Dh,267,-0.98,-2.65,0.38,0.48
 Y,  ,  , Y,  ,2881,SU1,Gray Partridge                          ,Survey-wide                             ,Dh,476,-0.53,-1.99,0.72,0.43
  ,  ,  ,  ,2,3091,A05,Ring-necked Pheasant                    ,Northern Pacific Rainforest             ,Dh,72,-6.4,-7.82,-4.75,2.06
 Y,  , Y, Y,  ,3091,A06,Ring-necked Pheasant                    ,Boreal Taiga Plains                     ,Dh,17,-2.02,-6.32,2.55,0.13
  ,  ,  ,  ,2,3091,S09,Ring-necked Pheasant                    ,Great Basin                             ,Dh,139,-1.88,-2.74,-1.06,6.37
  ,  ,  ,  ,  ,3091,S10,Ring-necked Pheasant                    ,Northern Rockies                        ,Dh,76,-0.08,-1.43,1.28,1.11
  ,  ,  ,  ,  ,3091,S11,Ring-necked Pheasant                    ,Prairie Potholes                        ,Dh,243,0.38,-0.37,1.09,27.02
 Y,  ,  , Y,  ,3091,S12,Ring-necked Pheasant                    ,Boreal Hardwood Transition              ,Dh,58,0.05,-2.16,2.27,0.2
