scientific.name,original_scientific,genus,species,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,maximum_longevity_y,weaning_d,incubation_d,fledging_age_d,longevity_y,male_maturity_d
Petrogale burbidgei,,Petrogale,burbidgei,-999,1,-999,-999,-999,-999,-999,-999,-999
Ctenotus burbidgei,,Ctenotus,burbidgei,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pedioplanis burchelli,,Pedioplanis,burchelli,-999,4.75,1.4,-999,-999,64,-999,-999,-999
Pterocles burchelli,,Pterocles,burchelli,-999,3,-999,-999,-999,-999,-999,-999,-999
Centropus burchellii,,Centropus,burchellii,-999,4,2.5,-999,-999,15.5,-999,-999,-999
Equus burchellii,,Equus,burchellii,900,1,0.62,40,366.215,-999,-999,38,900
Cryptoblepharus burdeni,,Cryptoblepharus,burdeni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Panaspis burgeoni,,Panaspis,burgeoni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ninox burhani,,Ninox,burhani,-999,-999,-999,-999,-999,-999,-999,-999,-999
Seicercus burkii,,Seicercus,burkii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Buteo burmanicus,,Buteo,burmanicus,910.202,3,1,28.8,-999,35,36.75,25.33666667,730
Microstilbon burmeisteri,,Microstilbon,burmeisteri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Chunga burmeisteri,,Chunga,burmeisteri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phyllomyias burmeisteri,,Phyllomyias,burmeisteri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ploceus burnieri,,Ploceus,burnieri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lophognathus burnsi,,Lophognathus,burnsi,-999,8,-999,-999,-999,-999,-999,-999,-999
Calendulauda burra,,Calendulauda,burra,-999,-999,-999,-999,-999,-999,-999,-999,-999
Certhilauda burra,,Certhilauda,burra,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cathartes burrovianus,,Cathartes,burrovianus,-999,2,-999,-999,-999,-999,-999,-999,-999
Rattus burrus,,Rattus,burrus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Geomys bursarius,,Geomys,bursarius,92.8,3.39,1,12,34,-999,-999,7.2,91
Aspidoscelis burti,,Aspidoscelis,burti,-999,4,1.4,-999,-999,-999,-999,-999,-999
Reithrodontomys burti,,Reithrodontomys,burti,-999,-999,-999,-999,-999,-999,-999,-999,-999
Otomys burtoni,,Otomys,burtoni,82.1772,1.78,4,1.833333333,12.96,-999,-999,1.041666667,-999
Melomys burtoni,,Melomys,burtoni,-999,2.5,-999,-999,21.4135,-999,-999,-999,-999
Crithagra burtoni,,Crithagra,burtoni,-999,2,-999,-999,-999,-999,-999,-999,-999
Nessia burtonii,,Nessia,burtonii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lialis burtonis,,Lialis,burtonis,-999,1.9,1,-999,-999,-999,-999,-999,-999
Ficedula buruensis,,Ficedula,buruensis,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Zosterops buruensis,,Zosterops,buruensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sylvia buryi,,Sylvia,buryi,-999,3,-999,-999,-999,-999,-999,-999,-999
Acanthodactylus busacki,,Acanthodactylus,busacki,-999,-999,-999,-999,-999,-999,-999,-999,-999
Alcelaphus buselaphus,,Alcelaphus,buselaphus,730,1,1.065,22.5,193,-999,-999,20,-999
Varanus bushi,,Varanus,bushi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Buteo buteo,,Buteo,buteo,910.202,3,1,28.8,-999,35,36.75,25.33666667,730
Thamnophis butleri,,Thamnophis,butleri,730.49,12,1,14,-999,-999,-999,10,913.125
Pseudechis butleri,,Pseudechis,butleri,-999,9.5,-999,-999,-999,-999,-999,-999,-999
Strix butleri,,Strix,butleri,-999,5,-999,-999,-999,-999,-999,-999,-999
Morethia butleri,,Morethia,butleri,-999,3.8,-999,-999,-999,-999,-999,-999,-999
Delma butleri,,Delma,butleri,-999,2,-999,-999,-999,-999,-999,-999,-999
Sminthopsis butleri,,Sminthopsis,butleri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ctenophorus butleri,,Ctenophorus,butleri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Gehyra butleri,,Gehyra,butleri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Notoscincus butleri,,Notoscincus,butleri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sphenomorphus butleri,,Sphenomorphus,butleri,-999,-999,-999,-999,-999,-999,-999,-999,-999
Eremiascincus butlerorum,,Eremiascincus,butlerorum,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tragelaphus buxtoni,,Tragelaphus,buxtoni,730.56,1,-999,20,182.64,-999,-999,13.3625,639.24
Dasyuroides byrnei,,Dasyuroides,byrnei,273.96,6,2,8,110,-999,-999,7,216
Lucasium byrnei,,Lucasium,byrnei,-999,-999,-999,-999,-999,-999,-999,-999,-999
Alcelaphus caama,,Alcelaphus,caama,730,1,1.065,22.5,193,-999,-999,20,-999
Equus caballus,,Equus,caballus,914,1,1,62,274,-999,-999,57,973
Lanius cabanisi,,Lanius,cabanisi,-999,3.25,-999,-999,-999,-999,-999,-999,-999
Pseudonigrita cabanisi,,Pseudonigrita,cabanisi,-999,2.9,-999,-999,-999,-999,-999,-999,-999
Melozone cabanisi,,Melozone,cabanisi,-999,2.5,-999,-999,-999,-999,-999,-999,-999
Emberiza cabanisi,,Emberiza,cabanisi,-999,2.45,-999,-999,-999,-999,-999,-999,-999
Phyllastrephus cabanisi,,Phyllastrephus,cabanisi,-999,2,-999,-999,-999,-999,-999,-999,-999
Knipolegus cabanisi,,Knipolegus,cabanisi,-999,1.7,-999,-999,-999,-999,-999,-999,-999
Synallaxis cabanisi,,Synallaxis,cabanisi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Poospiza cabanisi,,Poospiza,cabanisi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Panaspis cabindae,,Panaspis,cabindae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tragopan caboti,,Tragopan,caboti,-999,4,-999,-999,-999,28,-999,-999,-999
Tarentola caboverdiana,,Tarentola,caboverdiana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Microtus cabrerae,,Microtus,cabrerae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Bachia cacerensis,,Bachia,cacerensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Larus cachinnans,,Larus,cachinnans,1460,2.6,1,49,-999,26,41.25,32.083,1460
Trochalopteron cachinnans,,Trochalopteron,cachinnans,-999,2.2,-999,-999,-999,-999,-999,-999,-999
Herpetotheres cachinnans,,Herpetotheres,cachinnans,-999,1,-999,-999,-999,-999,-999,-999,-999
Eothenomys cachinus,,Eothenomys,cachinus,-999,1.8,-999,-999,-999,-999,-999,-999,-999
Eupsittula cactorum,,Eupsittula,cactorum,-999,6,-999,-999,-999,-999,-999,-999,-999
Pseudasthenes cactorum,,Pseudasthenes,cactorum,-999,-999,-999,-999,-999,-999,-999,-999,-999
Melanerpes cactorum,,Melanerpes,cactorum,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hypsugo cadornae,,Hypsugo,cadornae,-999,-999,-999,1.25,-999,-999,-999,1.25,-999
Stenocercus caducus,,Stenocercus,caducus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Talpa caeca,,Talpa,caeca,-999,-999,-999,-999,-999,-999,-999,-999,-999
Typhlosaurus caecus,,Typhlosaurus,caecus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sorex caecutiens,,Sorex,caecutiens,-999,6.82,3,3,-999,-999,-999,2,-999
Garrulax caerulatus,,Garrulax,caerulatus,-999,3,-999,-999,-999,-999,-999,-999,-999
Polioptila caerulea,,Polioptila,caerulea,319,4.25,2,4.2,-999,14,12.25,4.2,319
Passerina caerulea,,Passerina,caerulea,547.75,3.75,1.75,10.2,-999,11,13,5.917,365
Egretta caerulea,,Egretta,caerulea,365,4,1,13.917,-999,23,30,13.90833333,365
Halobaena caerulea,,Halobaena,caerulea,-999,1,0.85,-999,-999,46,58,-999,-999
Urocissa caerulea,,Urocissa,caerulea,-999,6,-999,-999,-999,-999,-999,-999,-999
Coua caerulea,,Coua,caerulea,-999,1,-999,-999,-999,-999,-999,-999,-999
Loxops caeruleirostris,,Loxops,caeruleirostris,-999,2,-999,-999,-999,-999,-999,-999,-999
Emoia caeruleocauda,,Emoia,caeruleocauda,-999,2,-999,-999,-999,42.5,-999,-999,-999
Coracina caeruleogrisea,,Coracina,caeruleogrisea,-999,1,-999,-999,-999,-999,-999,-999,-999
Aulacorhynchus caeruleogularis,,Aulacorhynchus,caeruleogularis,-999,3.25,2,-999,-999,16,43,-999,-999
Latastia caeruleopunctata,,Latastia,caeruleopunctata,-999,-999,-999,-999,-999,-999,-999,-999,-999
Setophaga caerulescens,,Setophaga,caerulescens,365,4,1.85,10,-999,12,9.5,9.683333333,365
Chen caerulescens,,Chen,caerulescens,730.5,4.2,1,27.5,-999,23.55,43.5,26.59166667,730
Hydrophis caerulescens,,Hydrophis,caerulescens,-999,5.9,-999,-999,-999,-999,-999,-999,-999
Estrilda caerulescens,,Estrilda,caerulescens,-999,5,-999,-999,-999,-999,17,-999,-999
Microhierax caerulescens,,Microhierax,caerulescens,-999,4.75,-999,-999,-999,-999,-999,-999,-999
Rallus caerulescens,,Rallus,caerulescens,-999,4.1,-999,-999,-999,-999,-999,-999,-999
Theristicus caerulescens,,Theristicus,caerulescens,-999,2.7,-999,-999,-999,-999,-999,-999,-999
Muscicapa caerulescens,,Muscicapa,caerulescens,-999,2.6,-999,-999,-999,-999,-999,-999,-999
Dicrurus caerulescens,,Dicrurus,caerulescens,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Thamnophilus caerulescens,,Thamnophilus,caerulescens,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Geranospiza caerulescens,,Geranospiza,caerulescens,-999,2,-999,-999,-999,-999,-999,-999,-999
Eupodotis caerulescens,,Eupodotis,caerulescens,-999,2,-999,-999,-999,-999,-999,-999,-999
Melanotis caerulescens,,Melanotis,caerulescens,-999,2,-999,-999,-999,-999,-999,-999,-999
Ptilorrhoa caerulescens,,Ptilorrhoa,caerulescens,-999,-999,-999,-999,-999,-999,-999,-999,-999
Diglossa caerulescens,,Diglossa,caerulescens,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sporophila caerulescens,,Sporophila,caerulescens,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cyanistes caeruleus,,Cyanistes,caeruleus,365,8,1.5,14.6,-999,13.5,-999,13.08316667,365
Elanus caeruleus,,Elanus,caeruleus,363.468,3.5,1.5,6,-999,26,32.5,6,-999
Sceloporus caeruleus,,Sceloporus,caeruleus,-999,7.07,1,-999,-999,-999,-999,-999,-999
Myophonus caeruleus,,Myophonus,caeruleus,-999,4,1,-999,-999,-999,-999,-999,-999
Bungarus caeruleus,,Bungarus,caeruleus,-999,8,-999,17.4,-999,56.5,-999,13.95,-999
Cyanocorax caeruleus,,Cyanocorax,caeruleus,-999,3,-999,36,-999,-999,-999,36,-999
Cyanerpes caeruleus,,Cyanerpes,caeruleus,-999,2,-999,17,-999,-999,-999,17,-999
Hydrornis caeruleus,,Hydrornis,caeruleus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Draco caerulhians,,Draco,caerulhians,-999,-999,-999,-999,-999,-999,-999,-999,-999
Varanus caerulivirens,,Varanus,caerulivirens,-999,2,-999,-999,-999,-999,-999,-999,-999
Gallotia caesaris,,Gallotia,caesaris,-999,4.3,2,5.6,-999,76,-999,5.6,-999
Emberiza caesia,,Emberiza,caesia,-999,4.5,-999,-999,-999,-999,-999,-999,-999
Coracina caesia,,Coracina,caesia,-999,1.4,-999,-999,-999,-999,-999,-999,-999
Nucras caesicaudata,,Nucras,caesicaudata,-999,-999,-999,-999,-999,-999,-999,-999,-999
Thamnomanes caesius,,Thamnomanes,caesius,-999,2,-999,-999,-999,-999,-999,-999,-999
Carlia caesius,,Carlia,caesius,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hydrops caesurus,,Hydrops,caesurus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pycnonotus cafer,,Pycnonotus,cafer,-999,2.75,2.25,9.916666667,-999,13,-999,9.916666667,-999
Myosorex cafer,,Myosorex,cafer,-999,2.99,2,2.1,21.3052,-999,-999,1.166666667,-999
Promerops cafer,,Promerops,cafer,-999,2,2,-999,-999,17,20,-999,-999
Bradypodion caffer,,Bradypodion,caffer,547.92,11,4,3.4,-999,-999,-999,3.4,547.92
Apus caffer,,Apus,caffer,726.936,2,3,10,-999,21.8,44,10,-999
Hipposideros caffer,,Hipposideros,caffer,581.78,0.995,1,-999,91.32,-999,-999,-999,730.5
Syncerus caffer,,Syncerus,caffer,1475,1.08,0.4,29.8,289,-999,-999,29.5,1674
Anthus caffer,,Anthus,caffer,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Scelotes caffer,,Scelotes,caffer,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cossypha caffra,,Cossypha,caffra,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Graptemys caglei,,Graptemys,caglei,-999,3.5,2,14.5,-999,-999,-999,14.5,-999
Acomys cahirinus,,Acomys,cahirinus,58,2.47,3.5,7.483333333,14,-999,-999,5.45,59
Pterodroma cahow,,Pterodroma,cahow,-999,1,1,-999,-999,52.5,95,-999,-999
Pyrilia caica,,Pyrilia,caica,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sphaerodactylus caicosensis,,Sphaerodactylus,caicosensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Euspondylus caideni,,Euspondylus,caideni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Campethera cailliautii,,Campethera,cailliautii,-999,2.5,-999,-999,-999,-999,-999,-999,-999
Myriopholis cairi,,Myriopholis,cairi,-999,3,-999,0.2,-999,-999,-999,0.2,-999
Leontopithecus caissara,,Leontopithecus,caissara,654.10218,1.95,1.75,31.6,130.8748,-999,-999,26.48333333,730
Brasiliscincus caissara,,Brasiliscincus,caissara,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aramides cajaneus,,Aramides,cajaneus,-999,4.3,-999,-999,-999,28,-999,-999,-999
Arctocebus calabarensis,,Arctocebus,calabarensis,298.91,1,1.5,13,112.30884,-999,-999,13,270
Pseudomys calabyi,,Pseudomys,calabyi,-999,-999,-999,6.9,-999,-999,-999,6.858333333,-999
Axis calamianensis,,Axis,calamianensis,304.36,1.005,-999,22.9,182.308,-999,-999,20,-999
Chiropodomys calamianensis,,Chiropodomys,calamianensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Emberiza calandra,,Emberiza,calandra,364.234,4.5,2,10.58333333,-999,12.5,12.5,10.5,365
Melanocorypha calandra,,Melanocorypha,calandra,-999,4.35,2,-999,-999,16,-999,-999,-999
Gallirallus calayanensis,,Gallirallus,calayanensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Kentropyx calcarata,,Kentropyx,calcarata,-999,4.2,1,-999,-999,-999,-999,-999,-999
Hipposideros calcaratus,,Hipposideros,calcaratus,-999,1.5,1,-999,-999,-999,-999,-999,-999
Chamaeleo calcaricarens,,Chamaeleo,calcaricarens,-999,-999,-999,-999,-999,-999,-999,-999,-999
Liolaemus calchaqui,,Liolaemus,calchaqui,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phymaturus calcogaster,,Phymaturus,calcogaster,-999,-999,-999,-999,-999,-999,-999,-999,-999
Nectarinia calcostetha,,Nectarinia,calcostetha,-999,2,-999,-999,-999,-999,-999,-999,-999
Myiagra caledonica,,Myiagra,caledonica,-999,2.4,-999,-999,-999,-999,-999,-999,-999
Myzomela caledonica,,Myzomela,caledonica,-999,2,-999,-999,-999,-999,-999,-999,-999
Coracina caledonica,,Coracina,caledonica,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pachycephala caledonica,,Pachycephala,caledonica,-999,-999,-999,-999,-999,-999,-999,-999,-999
Platycercus caledonicus,,Platycercus,caledonicus,363.468,4.95,-999,-999,-999,21,35,-999,-999
Nycticorax caledonicus,,Nycticorax,caledonicus,-999,3.2,-999,-999,-999,-999,-999,-999,-999
Regulus calendula,,Regulus,calendula,364.234,8,1,5.6,-999,12,12,5.6,365
Aspidoscelis calidipes,,Aspidoscelis,calidipes,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lampropeltis californiae,,Lampropeltis,californiae,1095,11,-999,33.3,-999,59,-999,14.55,1095
Geococcyx californianus,,Geococcyx,californianus,365,4,1.5,9,-999,18.75,-999,3.8,365
Gymnogyps californianus,,Gymnogyps,californianus,2185.404,1,1,45,-999,56.25,192.5,45,2190
Zalophus californianus,,Zalophus,californianus,1643.625,1.1,0.89,35.7,315,-999,-999,30,1826
Polioptila californica,,Polioptila,californica,365,4,2,8,-999,14.25,9.5,8,365
Callipepla californica,,Callipepla,californica,318.734,14,1,9.6,-999,22.25,10,6.991666667,274
Aphelocoma californica,,Aphelocoma,californica,545.202,4,1,16.3,-999,17.5,18,15.8,365
Glaucidium californicum,,Glaucidium,californicum,-999,4,1,-999,-999,28,28,-999,-999
Microtus californicus,,Microtus,californicus,23.81,4.62,4.915,2.083333333,18.2616,-999,-999,2.083333333,42
Peromyscus californicus,,Peromyscus,californicus,46,2,4.56,5.5,29.83,-999,-999,5.454166667,-999
Lepus californicus,,Lepus,californicus,243.427128,2.68,3.73,11.80833333,40.78424,-999,-999,6.8,-999
Myodes californicus,,Myodes,californicus,121.744,3.3,3.3,2.408333333,16.7398,-999,-999,2.408333333,-999
Dipodomys californicus,,Dipodomys,californicus,53.13,3.1,2,8.3,31,-999,-999,8.233333333,-999
Larus californicus,,Larus,californicus,1274.436,2.75,1,30,-999,25,45,28,1095
Macrotus californicus,,Macrotus,californicus,120.88,1,1,17.46666667,30.44,-999,-999,10.40833333,365.28
Myotis californicus,,Myotis,californicus,-999,0.99,1,15,89.79,-999,-999,8.416666667,-999
Chaetodipus californicus,,Chaetodipus,californicus,91.308,4,-999,1.833333333,23.06568,-999,-999,1.833333333,-999
Iduna caligata,,Iduna,caligata,-999,5,1,-999,-999,13.5,13,-999,-999
Marmota caligata,,Marmota,caligata,868.1023,4.6,0.5,12.05833333,24.5,-999,-999,12.05833333,-999
Trogon caligatus,,Trogon,caligatus,-999,2.5,-999,-999,-999,-999,17,-999,-999
Callicebus caligatus,,Callicebus,caligatus,-999,1.02,-999,-999,-999,-999,-999,-999,-999
Melanomys caliginosus,,Melanomys,caliginosus,-999,1.45,-999,-999,-999,-999,-999,-999,-999
Lampropholis caligula,,Lampropholis,caligula,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tropidurus callathelys,,Tropidurus,callathelys,-999,-999,-999,-999,-999,-999,-999,-999,-999
Plestiodon callicephalus,,Plestiodon,callicephalus,-999,5,-999,-999,-999,-999,-999,-999,-999
Rhabdophis callichroma,,Rhabdophis,callichroma,-999,-999,-999,-999,-999,-999,-999,-999,-999
Calomys callidus,,Calomys,callidus,43.18,4.985,3,-999,17.99144,-999,-999,-999,-999
Lampropeltis calligaster,,Lampropeltis,calligaster,1095,16,-999,23.8,-999,76.5,-999,23.8,1095
Rhadinaea calligaster,,Rhadinaea,calligaster,-999,3.5,-999,-999,-999,-999,-999,-999,-999
Dendrelaphis calligastra,,Dendrelaphis,calligastra,-999,7,-999,-999,-999,-999,-999,-999,-999
Terenura callinota,,Terenura,callinota,-999,-999,-999,-999,-999,-999,-999,-999,-999
Calliope calliope,,Calliope,calliope,-999,5,1,-999,-999,-999,-999,-999,-999
Selasphorus calliope,,Selasphorus,calliope,365,2,1,7,-999,15,20.5,6.1,365
Chlorochrysa calliparaea,,Chlorochrysa,calliparaea,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cephalophus callipygus,,Cephalophus,callipygus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Trachemys callirostris,,Trachemys,callirostris,2920,9.7,2,75,-999,65.43,-999,27.625,1460
Emoia callisticta,,Emoia,callisticta,-999,2,-999,-999,-999,-999,-999,-999,-999
Taeromys callitrichus,,Taeromys,callitrichus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Xenotriccus callizonus,,Xenotriccus,callizonus,-999,3,-999,-999,-999,-999,-999,-999,-999
Sphaerodactylus callocricus,,Sphaerodactylus,callocricus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Veniliornis callonotus,,Veniliornis,callonotus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Chlorophonia callophrys,,Chlorophonia,callophrys,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tangara callophrys,,Tangara,callophrys,-999,-999,-999,-999,-999,-999,-999,-999,-999
Piculus callopterus,,Piculus,callopterus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Calomys callosus,,Calomys,callosus,47.76496,4.985,3,-999,17.99144,-999,-999,-999,-999
Lepus callotis,,Lepus,callotis,-999,2.34,3,2.991666667,-999,-999,-999,2.991666667,-999
Demansia calodera,,Demansia,calodera,-999,3.5,-999,-999,-999,-999,-999,-999,-999
Lampornis calolaemus,,Lampornis,calolaemus,-999,2,-999,-999,-999,-999,-999,-999,-999
Neelaps calonotus,,Neelaps,calonotus,-999,3.5,-999,-999,-999,-999,-999,-999,-999
Hemispingus calophrys,,Hemispingus,calophrys,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mecocerculus calopterus,,Mecocerculus,calopterus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Poecilotriccus calopterus,,Poecilotriccus,calopterus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Calotes calotes,,Calotes,calotes,-999,-999,-999,-999,-999,-999,-999,-999,-999
Psittacula calthrapae,,Psittacula,calthrapae,-999,2.9,-999,-999,-999,-999,-999,-999,-999
Phascogale calura,,Phascogale,calura,334.84,7.5,1,4.7,89.995,-999,-999,3,-999
Sekeetamys calurus,,Sekeetamys,calurus,-999,2.9,-999,7.3,-999,-999,-999,5.408333333,-999
Ctenotus calurus,,Ctenotus,calurus,-999,2.7,-999,-999,-999,-999,-999,-999,-999
Criniger calurus,,Criniger,calurus,-999,2,-999,-999,-999,-999,-999,-999,-999
Cacajao calvus,,Cacajao,calvus,1204,1,0.5,37.75833333,639,-999,-999,25,-999
Gymnobucco calvus,,Gymnobucco,calvus,-999,3,-999,-999,-999,-999,-999,-999,-999
Garrulax calvus,,Garrulax,calvus,-999,2,-999,-999,-999,-999,-999,-999,-999
Geronticus calvus,,Geronticus,calvus,-999,2,-999,15.3,-999,-999,55,15.3,-999
Treron calvus,,Treron,calvus,-999,1.88,-999,-999,-999,-999,-999,-999,-999
Sarcogyps calvus,,Sarcogyps,calvus,-999,1,-999,-999,-999,45,-999,-999,-999
Sarcops calvus,,Sarcops,calvus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Chamaeleo calyptratus,,Chamaeleo,calyptratus,135,35,2.4,8,-999,164.5,-999,6.5,136.98
Geokichla camaronensis,,Geokichla,camaronensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Arborophila cambodiana,,Arborophila,cambodiana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Giraffa camelopardalis,,Giraffa,camelopardalis,1380.26878,1.12,0.54,39.5,182.455,-999,-999,36.3,1644
Struthio camelus,,Struthio,camelus,999.537,8.666666667,1.25,50,-999,45,-999,50,-999
Galago cameronensis,,Galago,cameronensis,295.44398,1.22,1,12,-999,-999,-999,8,-999
Niviventer cameroni,,Niviventer,cameroni,-999,4.41,-999,2.658333333,-999,-999,-999,2.658333333,-999
Sphenomorphus cameronicus,,Sphenomorphus,cameronicus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Trioceros camerunensis,,Trioceros,camerunensis,-999,8.5,-999,-999,-999,132,-999,-999,-999
Sylvisorex camerunensis,,Sylvisorex,camerunensis,-999,1.89,-999,-999,-999,-999,-999,-999,-999
Pternistis camerunensis,,Pternistis,camerunensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Vidua camerunensis,,Vidua,camerunensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hipposideros camerunensis,,Hipposideros,camerunensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Loriculus camiguinensis,,Loriculus,camiguinensis,-999,3,-999,10.1,-999,-999,35,10.1,-999
Pelomys campanae,,Pelomys,campanae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Furcifer campani,,Furcifer,campani,-999,11,-999,-999,-999,232,-999,-999,-999
Chamaeza campanisona,,Chamaeza,campanisona,-999,2,-999,-999,-999,-999,-999,-999,-999
Myrmothera campanisona,,Myrmothera,campanisona,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phodopus campbelli,,Phodopus,campbelli,118,5.48,3.5,3.908333333,20,-999,-999,3.183333333,-999
Arborophila campbelli,,Arborophila,campbelli,-999,2.8,-999,-999,-999,-999,-999,-999,-999
Cercopithecus campbelli,,Cercopithecus,campbelli,1095,1,-999,33,365,-999,-999,30,-999
Chenorhamphus campbelli,,Chenorhamphus,campbelli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Malurus campbelli,,Malurus,campbelli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Leucocarbo campbelli,,Leucocarbo,campbelli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Abronia campbelli,,Abronia,campbelli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Namazonurus campbelli,,Namazonurus,campbelli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Emoia campbelli,,Emoia,campbelli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Saccostomus campestris,,Saccostomus,campestris,50.56,6.8,2.95,4.5,28.97,-999,-999,2.8,-999
Raphicerus campestris,,Raphicerus,campestris,233.81,1,1.42,14,91,-999,-999,9.316666667,243
Anthus campestris,,Anthus,campestris,-999,4.2,1,-999,-999,13.5,14,-999,-999
Colaptes campestris,,Colaptes,campestris,-999,4.75,-999,-999,-999,-999,-999,-999,-999
Dipodillus campestris,,Dipodillus,campestris,-999,4.34,-999,7.316666667,-999,-999,-999,7.308333333,-999
Calamanthus campestris,,Calamanthus,campestris,-999,3.25,-999,-999,-999,-999,-999,-999,-999
Caloprymnus campestris,,Caloprymnus,campestris,-999,1,-999,13,-999,-999,-999,13,-999
Uropelia campestris,,Uropelia,campestris,-999,-999,-999,-999,-999,-999,-999,-999,-999
Euneornis campestris,,Euneornis,campestris,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sorex camtschatica,,Sorex,camtschatica,242.3009,6.5,1.9,2.5,22.827,-999,-999,1.625,-999
Marmota camtschatica,,Marmota,camtschatica,868.1023,4.55,1,18,47,-999,-999,17.38333333,730
Tockus camurus,,Tockus,camurus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tadorna cana,,Tadorna,cana,-999,9.750257466,1,10.08333333,-999,30,70,10.08333333,-999
Lagothrix cana,,Lagothrix,cana,2480.22964,1,0.5,32,352,-999,-999,29.275,1520
Vulpes cana,,Vulpes,cana,350.064,2,-999,10,45.197,-999,-999,10,-999
Pseudaspis cana,,Pseudaspis,cana,-999,-999,-999,8.3,-999,-999,-999,8.3,-999
Sakesphorus canadensis,,Sakesphorus,canadensis,-999,2.2,2,-999,-999,14,-999,-999,-999
Falcipennis canadensis,,Falcipennis,canadensis,365,6,1,13,-999,21.75,-999,13,365
Sitta canadensis,,Sitta,canadensis,364.234,5.5,1,7.5,-999,12,19.5,7.5,365
Branta canadensis,,Branta,canadensis,730,5.15,1,42,-999,28,50.75,27.41666667,730
